timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,atr,obv,cci,log_ret,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_7,vol_5,vol_20
2014-09-17,465.864013671875,468.17401123046875,452.4219970703125,457.3340148925781,21056800.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,21056800.0,-163.1206336139823,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,0.048559779598157514,0.041653823694656276
2014-09-18,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,34483200.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-13426400.0,-163.1206336139823,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,0.048559779598157514,0.041653823694656276
2014-09-19,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-51346100.0,-163.1206336139823,-0.07240150831598655,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,0.048559779598157514,0.041653823694656276
2014-09-20,394.6730041503906,423.2959899902344,389.88299560546875,408.90399169921875,36863600.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-14482500.0,-163.1206336139823,0.035111238924079614,-0.07240150831598655,-0.07464335114905024,-0.07464335114905024,-0.07464335114905024,0.048559779598157514,0.041653823694656276
2014-09-21,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-41062600.0,-163.1206336139823,-0.024967658573127677,0.035111238924079614,-0.07240150831598655,-0.07464335114905024,-0.07464335114905024,0.048559779598157514,0.041653823694656276
2014-09-22,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-16935000.0,-163.1206336139823,0.008317415847792081,-0.024967658573127677,0.035111238924079614,-0.07240150831598655,-0.07464335114905024,0.048559779598157514,0.041653823694656276
2014-09-23,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,28164500.0,-163.1206336139823,0.08033258980830758,0.008317415847792081,-0.024967658573127677,0.035111238924079614,-0.07464335114905024,0.05805462410213896,0.041653823694656276
2014-09-24,435.7510070800781,436.11199951171875,421.1319885253906,423.2049865722656,30627700.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-2463200.0,-163.1206336139823,-0.029306072958098176,0.08033258980830758,0.008317415847792081,-0.024967658573127677,-0.07464335114905024,0.04547480204295195,0.041653823694656276
2014-09-25,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-29277600.0,-163.1206336139823,-0.027867817193167922,-0.029306072958098176,0.08033258980830758,0.008317415847792081,-0.07464335114905024,0.04683182014221209,0.041653823694656276
2014-09-26,411.4289855957031,414.93798828125,400.0090026855469,404.42498779296875,21460800.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-50738400.0,-163.1206336139823,-0.0175225712651671,-0.027867817193167922,-0.029306072958098176,0.08033258980830758,-0.07240150831598655,0.04589680207652081,0.041653823694656276
2014-09-27,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300.0,389.91039886474607,372.76684020996095,310.84317024230955,33.93372352563982,-17.904762832875804,-7.666231336523544,4.553429831017588,459.22700076397643,320.5937969655157,138.63320379846073,0.0,-65767700.0,-163.1206336139823,-0.012202475999442203,-0.0175225712651671,-0.027867817193167922,-0.029306072958098176,0.035111238924079614,0.046195518377668804,0.041653823694656276
